participant_id,topic,q_order,q_id,timepoint,logodds_assigned_to_correct,logodds_assigned_to_model_guess,correctness,confidence,numeracy,crt2,model_correct,extra_incentive,show_debate,filler_score,core_score,total_logic_score,lolo_attempted,lolo_correct
73P6jrNg0W,Evidence,4,stim50_Evidence_correct_key-a,1,2.270921897650746,2.270921897650746,1,4,6,1,True,False,True,12.0,8.0,20.0,True,False
6OyV3lBL1x,Surgery,1,stim21_Surgery_correct_key-b,0,0.006560023525186907,0.006560023525186907,1,1,4,1,True,True,True,12.0,12.0,24.0,True,True
6OyV3lBL1x,Surgery,1,stim21_Surgery_correct_key-b,1,1.5161442505536529,1.5161442505536529,1,4,4,1,True,True,True,12.0,12.0,24.0,True,True
6OyV3lBL1x,Contracts,2,stim114_Contracts_correct_key-b,0,1.0150639384098468,1.0150639384098468,1,3,4,1,True,True,True,12.0,12.0,24.0,True,True
6OyV3lBL1x,Contracts,2,stim114_Contracts_correct_key-b,1,0.002720001676972638,0.002720001676972638,1,5,4,1,True,True,True,12.0,12.0,24.0,True,True
6OyV3lBL1x,Evidence,3,stim54_Evidence_correct_key-a,0,-1.0581664728770663,-1.0581664728770663,0,2,4,1,True,True,True,12.0,12.0,24.0,True,True
6OyV3lBL1x,Evidence,3,stim54_Evidence_correct_key-a,1,-1.093339236862266,-1.093339236862266,0,4,4,1,True,True,True,12.0,12.0,24.0,True,True
6OyV3lBL1x,Machine-Generated,4,stim181_Machine-Generated_Lojban_wrong_key-a,0,-0.009360068336386035,0.009360068336385969,0,1,4,1,False,True,True,12.0,12.0,24.0,True,True
6OyV3lBL1x,Machine-Generated,4,stim181_Machine-Generated_Lojban_wrong_key-a,1,0.003960005174939949,-0.00396000517493986,1,2,4,1,False,True,True,12.0,12.0,24.0,True,True
2w9Nzr56yA,Evidence,1,stim82_Evidence_correct_key-b,0,1.8292302318521665,1.8292302318521665,1,3,7,3,True,True,True,12.0,5.0,17.0,True,False
2w9Nzr56yA,Evidence,1,stim82_Evidence_correct_key-b,1,1.8574547284934497,1.8574547284934497,1,4,7,3,True,True,True,12.0,5.0,17.0,True,False
2w9Nzr56yA,Machine-Generated,2,stim147_Machine-Generated_Lojban_correct_key-a,0,-0.03332308323100768,-0.03332308323100768,0,1,7,3,True,True,True,12.0,5.0,17.0,True,False
2w9Nzr56yA,Machine-Generated,2,stim147_Machine-Generated_Lojban_correct_key-a,1,1.8292302318521674,1.8292302318521674,1,4,7,3,True,True,True,12.0,5.0,17.0,True,False
2w9Nzr56yA,Contracts,3,stim106_Contracts_correct_key-a,0,0.5250591423643844,0.5250591423643844,1,2,7,3,True,True,True,12.0,5.0,17.0,True,False
2w9Nzr56yA,Contracts,3,stim106_Contracts_correct_key-a,1,1.0201406732266143,1.0201406732266143,1,4,7,3,True,True,True,12.0,5.0,17.0,True,False
2w9Nzr56yA,Surgery,4,stim40_Surgery_wrong_key-a,0,-1.8432277440374503,1.8432277440374503,0,3,7,3,False,True,True,12.0,5.0,17.0,True,False
2w9Nzr56yA,Surgery,4,stim40_Surgery_wrong_key-a,1,1.8014882315357812,-1.8014882315357812,1,4,7,3,False,True,True,12.0,5.0,17.0,True,False
1FW5uvKNNa,Contracts,1,stim97_Contracts_correct_key-a,0,0.6455191315706904,0.6455191315706904,1,2,6,3,True,False,False,12.0,4.0,16.0,True,False
1FW5uvKNNa,Contracts,1,stim97_Contracts_correct_key-a,1,2.576442741702537,2.576442741702537,1,3,6,3,True,False,False,12.0,4.0,16.0,True,False
1FW5uvKNNa,Surgery,2,stim08_Surgery_correct_key-a,0,1.6166311495994847,1.6166311495994847,1,3,6,3,True,False,False,12.0,4.0,16.0,True,False
1FW5uvKNNa,Surgery,2,stim08_Surgery_correct_key-a,1,4.595119850134589,4.595119850134589,1,5,6,3,True,False,False,12.0,4.0,16.0,True,False
1FW5uvKNNa,Evidence,3,stim51_Evidence_correct_key-a,0,-0.5710264960446539,-0.5710264960446539,0,1,6,3,True,False,False,12.0,4.0,16.0,True,False
1FW5uvKNNa,Evidence,3,stim51_Evidence_correct_key-a,1,0.9997020801479394,0.9997020801479394,1,3,6,3,True,False,False,12.0,4.0,16.0,True,False
1FW5uvKNNa,Machine-Generated,4,stim185_Machine-Generated_Lojban_wrong_key-a,0,-1.2310368743174411,1.2310368743174414,0,2,6,3,False,False,False,12.0,4.0,16.0,True,False
1FW5uvKNNa,Machine-Generated,4,stim185_Machine-Generated_Lojban_wrong_key-a,1,-1.6142456140022035,1.6142456140022032,0,4,6,3,False,False,False,12.0,4.0,16.0,True,False
7QWrVyDbBY,Contracts,1,stim97_Contracts_correct_key-a,0,-0.24388165803817569,-0.24388165803817569,0,3,7,2,True,True,False,12.0,9.0,21.0,True,True
7QWrVyDbBY,Contracts,1,stim97_Contracts_correct_key-a,1,1.489478597355121,1.489478597355121,1,4,7,2,True,True,False,12.0,9.0,21.0,True,True
7QWrVyDbBY,Surgery,2,stim08_Surgery_correct_key-a,0,-0.002680001604070993,-0.002680001604070993,0,1,7,2,True,True,False,12.0,9.0,21.0,True,True
7QWrVyDbBY,Surgery,2,stim08_Surgery_correct_key-a,1,0.4193596099511194,0.4193596099511194,1,3,7,2,True,True,False,12.0,9.0,21.0,True,True
7QWrVyDbBY,Evidence,3,stim51_Evidence_correct_key-a,0,-0.01600034134644119,-0.01600034134644119,0,1,7,2,True,True,False,12.0,9.0,21.0,True,True
7QWrVyDbBY,Evidence,3,stim51_Evidence_correct_key-a,1,4.595119850134589,4.595119850134589,1,4,7,2,True,True,False,12.0,9.0,21.0,True,True
7QWrVyDbBY,Machine-Generated,4,stim185_Machine-Generated_Lojban_wrong_key-a,0,-0.002680001604070993,0.0026800016040709087,0,1,7,2,False,True,False,12.0,9.0,21.0,True,True
7QWrVyDbBY,Machine-Generated,4,stim185_Machine-Generated_Lojban_wrong_key-a,1,-4.59511985013459,4.595119850134589,0,5,7,2,False,True,False,12.0,9.0,21.0,True,True
4r4g2RT9G5,Contracts,1,stim136_Contracts_wrong_key-a,0,-0.5250591423643849,0.525059142364385,0,3,7,4,False,True,True,12.0,11.0,23.0,True,True
4r4g2RT9G5,Contracts,1,stim136_Contracts_wrong_key-a,1,0.3639653772014115,-0.3639653772014116,1,4,7,4,False,True,True,12.0,11.0,23.0,True,True
4r4g2RT9G5,Machine-Generated,2,stim168_Machine-Generated_Lojban_correct_key-b,0,0.0,0.0,1,1,7,4,True,True,True,12.0,11.0,23.0,True,True
4r4g2RT9G5,Machine-Generated,2,stim168_Machine-Generated_Lojban_correct_key-b,1,-4.59511985013459,-4.59511985013459,0,4,7,4,True,True,True,12.0,11.0,23.0,True,True
4r4g2RT9G5,Surgery,3,stim12_Surgery_correct_key-a,0,-0.006680024839969016,-0.006680024839969016,0,1,7,4,True,True,True,12.0,11.0,23.0,True,True
4r4g2RT9G5,Surgery,3,stim12_Surgery_correct_key-a,1,2.5866893440979433,2.5866893440979433,1,4,7,4,True,True,True,12.0,11.0,23.0,True,True
4r4g2RT9G5,Evidence,4,stim81_Evidence_correct_key-b,0,3.222438477080126,3.222438477080126,1,5,7,4,True,True,True,12.0,11.0,23.0,True,True
4r4g2RT9G5,Evidence,4,stim81_Evidence_correct_key-b,1,3.268437050141535,3.268437050141535,1,5,7,4,True,True,True,12.0,11.0,23.0,True,True
5zkB0QyYo7,Contracts,1,stim134_Contracts_wrong_key-a,0,0.0,0.0,0,1,7,3,False,False,True,12.0,6.0,18.0,True,True
5zkB0QyYo7,Contracts,1,stim134_Contracts_wrong_key-a,1,-1.886273034372144,1.8862730343721446,0,4,7,3,False,False,True,12.0,6.0,18.0,True,True
5zkB0QyYo7,Evidence,2,stim49_Evidence_correct_key-a,0,0.16034265007517948,0.16034265007517948,1,1,7,3,True,False,True,12.0,6.0,18.0,True,True
5zkB0QyYo7,Evidence,2,stim49_Evidence_correct_key-a,1,1.8718310233605469,1.8718310233605469,1,4,7,3,True,False,True,12.0,6.0,18.0,True,True
5zkB0QyYo7,Surgery,3,stim15_Surgery_correct_key-a,0,0.0,0.0,0,1,7,3,True,False,True,12.0,6.0,18.0,True,True
5zkB0QyYo7,Surgery,3,stim15_Surgery_correct_key-a,1,4.595119850134589,4.595119850134589,1,4,7,3,True,False,True,12.0,6.0,18.0,True,True
5zkB0QyYo7,Machine-Generated,4,stim170_Machine-Generated_Lojban_correct_key-b,0,0.0,0.0,1,1,7,3,True,False,True,12.0,6.0,18.0,True,True
5zkB0QyYo7,Machine-Generated,4,stim170_Machine-Generated_Lojban_correct_key-b,1,4.595119850134589,4.595119850134589,1,4,7,3,True,False,True,12.0,6.0,18.0,True,True
5VpB4v8eXV,Contracts,1,stim134_Contracts_wrong_key-a,0,-0.009240065741594115,0.009240065741593981,0,1,5,3,False,True,False,12.0,6.0,18.0,True,True
5VpB4v8eXV,Contracts,1,stim134_Contracts_wrong_key-a,1,-1.9518662974692598,1.9518662974692602,0,4,5,3,False,True,False,12.0,6.0,18.0,True,True
5VpB4v8eXV,Evidence,2,stim49_Evidence_correct_key-a,0,0.26563096317869367,0.26563096317869367,1,1,5,3,True,True,False,12.0,6.0,18.0,True,True
5VpB4v8eXV,Evidence,2,stim49_Evidence_correct_key-a,1,2.8636501028875885,2.8636501028875885,1,5,5,3,True,True,False,12.0,6.0,18.0,True,True
5VpB4v8eXV,Surgery,3,stim15_Surgery_correct_key-a,0,-0.0026000014646681566,-0.0026000014646681566,0,1,5,3,True,True,False,12.0,6.0,18.0,True,True
5VpB4v8eXV,Surgery,3,stim15_Surgery_correct_key-a,1,3.250470062044948,3.250470062044948,1,4,5,3,True,True,False,12.0,6.0,18.0,True,True
5VpB4v8eXV,Machine-Generated,4,stim170_Machine-Generated_Lojban_correct_key-b,0,0.022600962005037254,0.022600962005037254,1,1,5,3,True,True,False,12.0,6.0,18.0,True,True
5VpB4v8eXV,Machine-Generated,4,stim170_Machine-Generated_Lojban_correct_key-b,1,-0.6235257497327815,-0.6235257497327815,0,3,5,3,True,True,False,12.0,6.0,18.0,True,True
2wu2p4Ak3W,Contracts,1,stim132_Contracts_wrong_key-a,0,0.9281016855792422,-0.9281016855792422,1,2,4,1,False,True,False,12.0,12.0,24.0,True,True
2wu2p4Ak3W,Contracts,1,stim132_Contracts_wrong_key-a,1,-2.0904346984110727,2.090434698411073,0,4,4,1,False,True,False,12.0,12.0,24.0,True,True
2wu2p4Ak3W,Machine-Generated,2,stim144_Machine-Generated_Lojban_correct_key-a,0,-0.006560023525186787,-0.006560023525186787,0,1,4,1,True,True,False,12.0,12.0,24.0,True,True
2wu2p4Ak3W,Machine-Generated,2,stim144_Machine-Generated_Lojban_correct_key-a,1,0.2075013369173108,0.2075013369173108,1,1,4,1,True,True,False,12.0,12.0,24.0,True,True
2wu2p4Ak3W,Evidence,3,stim76_Evidence_correct_key-b,0,2.178586250508636,2.178586250508636,1,3,4,1,True,True,False,12.0,12.0,24.0,True,True
2wu2p4Ak3W,Evidence,3,stim76_Evidence_correct_key-b,1,4.30204006314923,4.30204006314923,1,5,4,1,True,True,False,12.0,12.0,24.0,True,True
2wu2p4Ak3W,Surgery,4,stim02_Surgery_correct_key-a,0,-0.006560023525186787,-0.006560023525186787,0,1,4,1,True,True,False,12.0,12.0,24.0,True,True
2wu2p4Ak3W,Surgery,4,stim02_Surgery_correct_key-a,1,2.980600772943905,2.980600772943905,1,5,4,1,True,True,False,12.0,12.0,24.0,True,True
1l953WD5fF,Contracts,1,stim109_Contracts_correct_key-a,0,-0.9593417841857249,-0.9593417841857249,0,3,7,4,True,True,True,12.0,12.0,24.0,True,True
1l953WD5fF,Contracts,1,stim109_Contracts_correct_key-a,1,-2.7455228739754824,-2.7455228739754824,0,4,7,4,True,True,True,12.0,12.0,24.0,True,True
1l953WD5fF,Surgery,2,stim42_Surgery_wrong_key-b,0,-0.0013600002096213683,0.0013600002096213657,0,1,7,4,False,True,True,12.0,12.0,24.0,True,True
1l953WD5fF,Surgery,2,stim42_Surgery_wrong_key-b,1,-1.9338051991437302,1.93380519914373,0,3,7,4,False,True,True,12.0,12.0,24.0,True,True
1l953WD5fF,Machine-Generated,3,stim158_Machine-Generated_Lojban_correct_key-a,0,-0.005320012547450846,-0.005320012547450846,0,1,7,4,True,True,True,12.0,12.0,24.0,True,True
1l953WD5fF,Machine-Generated,3,stim158_Machine-Generated_Lojban_correct_key-a,1,0.7097232260527238,0.7097232260527238,1,2,7,4,True,True,True,12.0,12.0,24.0,True,True
1l953WD5fF,Evidence,4,stim55_Evidence_correct_key-a,0,1.0827286096694104,1.0827286096694104,1,3,7,4,True,True,True,12.0,12.0,24.0,True,True
1l953WD5fF,Evidence,4,stim55_Evidence_correct_key-a,1,1.9490223509311546,1.9490223509311546,1,3,7,4,True,True,True,12.0,12.0,24.0,True,True
60W9AX1MMU,Evidence,1,stim95_Evidence_wrong_key-b,0,1.1030438668592053,-1.1030438668592053,1,2,4,3,False,False,True,11.0,8.0,19.0,True,False
60W9AX1MMU,Evidence,1,stim95_Evidence_wrong_key-b,1,0.190574698550675,-0.19057469855067508,1,3,4,3,False,False,True,11.0,8.0,19.0,True,False
60W9AX1MMU,Surgery,2,stim24_Surgery_correct_key-b,0,0.010000083334583179,0.010000083334583179,1,1,4,3,True,False,True,11.0,8.0,19.0,True,False
60W9AX1MMU,Surgery,2,stim24_Surgery_correct_key-b,1,2.365647954052613,2.365647954052613,1,4,4,3,True,False,True,11.0,8.0,19.0,True,False
60W9AX1MMU,Machine-Generated,3,stim160_Machine-Generated_Lojban_correct_key-a,0,-0.01000008333458331,-0.01000008333458331,0,1,4,3,True,False,True,11.0,8.0,19.0,True,False
60W9AX1MMU,Machine-Generated,3,stim160_Machine-Generated_Lojban_correct_key-a,1,2.40885428658809,2.40885428658809,1,4,4,3,True,False,True,11.0,8.0,19.0,True,False
60W9AX1MMU,Contracts,4,stim110_Contracts_correct_key-a,0,0.12347664320740828,0.12347664320740828,1,1,4,3,True,False,True,11.0,8.0,19.0,True,False
60W9AX1MMU,Contracts,4,stim110_Contracts_correct_key-a,1,1.6520654016037999,1.6520654016037999,1,4,4,3,True,False,True,11.0,8.0,19.0,True,False
39TIWbVIJA,Contracts,1,stim132_Contracts_wrong_key-a,0,4.595119850134589,-4.59511985013459,1,5,3,1,False,False,False,12.0,11.0,23.0,True,False
39TIWbVIJA,Contracts,1,stim132_Contracts_wrong_key-a,1,4.595119850134589,-4.59511985013459,1,5,3,1,False,False,False,12.0,11.0,23.0,True,False
39TIWbVIJA,Machine-Generated,2,stim144_Machine-Generated_Lojban_correct_key-a,0,-0.0009200000648906323,-0.0009200000648906323,0,2,3,1,True,False,False,12.0,11.0,23.0,True,False
39TIWbVIJA,Machine-Generated,2,stim144_Machine-Generated_Lojban_correct_key-a,1,4.595119850134589,4.595119850134589,1,5,3,1,True,False,False,12.0,11.0,23.0,True,False
39TIWbVIJA,Evidence,3,stim76_Evidence_correct_key-b,0,1.1087178404410596,1.1087178404410596,1,3,3,1,True,False,False,12.0,11.0,23.0,True,False
39TIWbVIJA,Evidence,3,stim76_Evidence_correct_key-b,1,1.4193085756539157,1.4193085756539157,1,3,3,1,True,False,False,12.0,11.0,23.0,True,False
39TIWbVIJA,Surgery,4,stim02_Surgery_correct_key-a,0,-0.014240240636738075,-0.014240240636738075,0,1,3,1,True,False,False,12.0,11.0,23.0,True,False
39TIWbVIJA,Surgery,4,stim02_Surgery_correct_key-a,1,-1.902993891776569,-1.902993891776569,0,4,3,1,True,False,False,12.0,11.0,23.0,True,False
7F4loGB9xD,Contracts,1,stim134_Contracts_wrong_key-a,0,0.117976647870613,-0.11797664787061306,1,2,4,3,False,False,False,12.0,6.0,18.0,True,False
7F4loGB9xD,Contracts,1,stim134_Contracts_wrong_key-a,1,-2.9919691861105853,2.9919691861105853,0,5,4,3,False,False,False,12.0,6.0,18.0,True,False
7F4loGB9xD,Evidence,2,stim49_Evidence_correct_key-a,0,-0.002160000839808687,-0.002160000839808687,0,2,4,3,True,False,False,12.0,6.0,18.0,True,False
7F4loGB9xD,Evidence,2,stim49_Evidence_correct_key-a,1,2.3907601544268995,2.3907601544268995,1,4,4,3,True,False,False,12.0,6.0,18.0,True,False
7F4loGB9xD,Surgery,3,stim15_Surgery_correct_key-a,0,-0.002160000839808687,-0.002160000839808687,0,1,4,3,True,False,False,12.0,6.0,18.0,True,False
7F4loGB9xD,Surgery,3,stim15_Surgery_correct_key-a,1,2.3481868399465955,2.3481868399465955,1,5,4,3,True,False,False,12.0,6.0,18.0,True,False
7F4loGB9xD,Machine-Generated,4,stim170_Machine-Generated_Lojban_correct_key-b,0,0.002160000839808492,0.002160000839808492,1,1,4,3,True,False,False,12.0,6.0,18.0,True,False
7F4loGB9xD,Machine-Generated,4,stim170_Machine-Generated_Lojban_correct_key-b,1,4.595119850134589,4.595119850134589,1,4,4,3,True,False,False,12.0,6.0,18.0,True,False
7mA1aX7hLD,Evidence,1,stim70_Evidence_correct_key-b,0,1.8096535712010668,1.8096535712010668,1,5,3,3,True,True,True,12.0,6.0,18.0,True,False
7mA1aX7hLD,Evidence,1,stim70_Evidence_correct_key-b,1,4.382492490489805,4.382492490489805,1,5,3,3,True,True,True,12.0,6.0,18.0,True,False
7mA1aX7hLD,Contracts,2,stim102_Contracts_correct_key-a,0,-1.8235370169694236,-1.8235370169694236,0,4,3,3,True,True,True,12.0,6.0,18.0,True,False
7mA1aX7hLD,Contracts,2,stim102_Contracts_correct_key-a,1,1.1291391646774847,1.1291391646774847,1,4,3,3,True,True,True,12.0,6.0,18.0,True,False
7mA1aX7hLD,Machine-Generated,3,stim190_Machine-Generated_Lojban_wrong_key-b,0,-0.13625039070868905,0.13625039070868902,0,1,3,3,False,True,True,12.0,6.0,18.0,True,False
7mA1aX7hLD,Machine-Generated,3,stim190_Machine-Generated_Lojban_wrong_key-b,1,-3.1108968922208535,3.1108968922208535,0,4,3,3,False,True,True,12.0,6.0,18.0,True,False
7mA1aX7hLD,Surgery,4,stim17_Surgery_correct_key-a,0,-1.3208314206860365,-1.3208314206860365,0,1,3,3,True,True,True,12.0,6.0,18.0,True,False
7mA1aX7hLD,Surgery,4,stim17_Surgery_correct_key-a,1,1.9830883766313552,1.9830883766313552,1,4,3,3,True,True,True,12.0,6.0,18.0,True,False
7nPpf6LULs,Evidence,1,stim65_Evidence_correct_key-a,0,0.6007592874048726,0.6007592874048726,1,4,5,1,True,True,False,12.0,7.0,19.0,False,False
7nPpf6LULs,Evidence,1,stim65_Evidence_correct_key-a,1,0.981975384942349,0.981975384942349,1,5,5,1,True,True,False,12.0,7.0,19.0,False,False
7nPpf6LULs,Contracts,2,stim100_Contracts_correct_key-a,0,1.2608360758217236,1.2608360758217236,1,4,5,1,True,True,False,12.0,7.0,19.0,False,False
7nPpf6LULs,Contracts,2,stim100_Contracts_correct_key-a,1,1.4019932706629943,1.4019932706629943,1,5,5,1,True,True,False,12.0,7.0,19.0,False,False
7nPpf6LULs,Surgery,3,stim41_Surgery_wrong_key-a,0,0.010000083334583179,-0.010000083334583198,1,1,5,1,False,True,False,12.0,7.0,19.0,False,False
7nPpf6LULs,Surgery,3,stim41_Surgery_wrong_key-a,1,3.935052594932305,-3.935052594932305,1,None,5,1,False,True,False,12.0,7.0,19.0,False,False
7nPpf6LULs,Machine-Generated,4,stim150_Machine-Generated_Lojban_correct_key-a,0,0.016680386745276433,0.016680386745276433,1,1,5,1,True,True,False,12.0,7.0,19.0,False,False
7nPpf6LULs,Machine-Generated,4,stim150_Machine-Generated_Lojban_correct_key-a,1,0.03668411333796121,0.03668411333796121,1,5,5,1,True,True,False,12.0,7.0,19.0,False,False
83RM7iN79X,Contracts,1,stim96_Contracts_correct_key-a,0,4.595119850134589,4.595119850134589,1,4,5,2,True,True,False,12.0,6.0,18.0,True,False
83RM7iN79X,Contracts,1,stim96_Contracts_correct_key-a,1,4.595119850134589,4.595119850134589,1,5,5,2,True,True,False,12.0,6.0,18.0,True,False
83RM7iN79X,Evidence,2,stim48_Evidence_correct_key-a,0,4.595119850134589,4.595119850134589,1,5,5,2,True,True,False,12.0,6.0,18.0,True,False
83RM7iN79X,Evidence,2,stim48_Evidence_correct_key-a,1,-4.59511985013459,-4.59511985013459,0,1,5,2,True,True,False,12.0,6.0,18.0,True,False
83RM7iN79X,Machine-Generated,3,stim187_Machine-Generated_Lojban_wrong_key-b,0,-0.020000666706669543,0.020000666706669435,0,1,5,2,False,True,False,12.0,6.0,18.0,True,False
83RM7iN79X,Machine-Generated,3,stim187_Machine-Generated_Lojban_wrong_key-b,1,-4.59511985013459,4.595119850134589,0,5,5,2,False,True,False,12.0,6.0,18.0,True,False
83RM7iN79X,Surgery,4,stim07_Surgery_correct_key-a,0,4.595119850134589,4.595119850134589,1,5,5,2,True,True,False,12.0,6.0,18.0,True,False
83RM7iN79X,Surgery,4,stim07_Surgery_correct_key-a,1,4.595119850134589,4.595119850134589,1,5,5,2,True,True,False,12.0,6.0,18.0,True,False
DtUvDU8Akp,Machine-Generated,1,stim176_Machine-Generated_Lojban_correct_key-b,0,0.05213180345065193,0.05213180345065193,1,1,6,2,True,False,True,12.0,12.0,24.0,True,True
DtUvDU8Akp,Machine-Generated,1,stim176_Machine-Generated_Lojban_correct_key-b,1,0.05213180345065193,0.05213180345065193,1,2,6,2,True,False,True,12.0,12.0,24.0,True,True
DtUvDU8Akp,Evidence,2,stim58_Evidence_correct_key-a,0,0.41368023085186334,0.41368023085186334,1,2,6,2,True,False,True,12.0,12.0,24.0,True,True
DtUvDU8Akp,Evidence,2,stim58_Evidence_correct_key-a,1,2.671271395084112,2.671271395084112,1,4,6,2,True,False,True,12.0,12.0,24.0,True,True
DtUvDU8Akp,Surgery,3,stim36_Surgery_wrong_key-a,0,-0.9101946865984348,0.9101946865984348,0,3,6,2,False,False,True,12.0,12.0,24.0,True,True
DtUvDU8Akp,Surgery,3,stim36_Surgery_wrong_key-a,1,-2.3940179058538864,2.394017905853887,0,4,6,2,False,False,True,12.0,12.0,24.0,True,True
DtUvDU8Akp,Contracts,4,stim123_Contracts_correct_key-b,0,0.7677316502965444,0.7677316502965444,1,3,6,2,True,False,True,12.0,12.0,24.0,True,True
DtUvDU8Akp,Contracts,4,stim123_Contracts_correct_key-b,1,1.6193103740297126,1.6193103740297126,1,4,6,2,True,False,True,12.0,12.0,24.0,True,True
EjOXJ4yGGR,Evidence,1,stim59_Evidence_correct_key-a,0,0.3640067167516677,0.3640067167516677,1,1,2,1,True,True,True,12.0,9.0,21.0,True,False
EjOXJ4yGGR,Evidence,1,stim59_Evidence_correct_key-a,1,1.5392110098588532,1.5392110098588532,1,4,2,1,True,True,True,12.0,9.0,21.0,True,False
EjOXJ4yGGR,Surgery,2,stim20_Surgery_correct_key-b,0,-0.6932071811599696,-0.6932071811599696,0,2,2,1,True,True,True,12.0,9.0,21.0,True,False
EjOXJ4yGGR,Surgery,2,stim20_Surgery_correct_key-b,1,2.0906389559566616,2.0906389559566616,1,3,2,1,True,True,True,12.0,9.0,21.0,True,False
EjOXJ4yGGR,Contracts,3,stim138_Contracts_wrong_key-b,0,-2.31375703541565,2.31375703541565,0,2,2,1,False,True,True,12.0,9.0,21.0,True,False
EjOXJ4yGGR,Contracts,3,stim138_Contracts_wrong_key-b,1,0.006600023958156241,-0.00660002395815632,1,3,2,1,False,True,True,12.0,9.0,21.0,True,False
EjOXJ4yGGR,Machine-Generated,4,stim152_Machine-Generated_Lojban_correct_key-a,0,-0.00660002395815632,-0.00660002395815632,0,1,2,1,True,True,True,12.0,9.0,21.0,True,False
EjOXJ4yGGR,Machine-Generated,4,stim152_Machine-Generated_Lojban_correct_key-a,1,4.595119850134589,4.595119850134589,1,4,2,1,True,True,True,12.0,9.0,21.0,True,False
eo63gHItQX,Evidence,1,stim70_Evidence_correct_key-b,0,-0.8953840470548412,-0.8953840470548412,0,2,7,3,True,True,False,12.0,10.0,22.0,True,False
eo63gHItQX,Evidence,1,stim70_Evidence_correct_key-b,1,-4.59511985013459,-4.59511985013459,0,4,7,3,True,True,False,12.0,10.0,22.0,True,False
eo63gHItQX,Contracts,2,stim102_Contracts_correct_key-a,0,-0.9777925978665907,-0.9777925978665907,0,1,7,3,True,True,False,12.0,10.0,22.0,True,False
eo63gHItQX,Contracts,2,stim102_Contracts_correct_key-a,1,1.5390735067381327,1.5390735067381327,1,4,7,3,True,True,False,12.0,10.0,22.0,True,False
eo63gHItQX,Machine-Generated,3,stim190_Machine-Generated_Lojban_wrong_key-b,0,-1.7609611772892055,1.7609611772892053,0,3,7,3,False,True,False,12.0,10.0,22.0,True,False
eo63gHItQX,Machine-Generated,3,stim190_Machine-Generated_Lojban_wrong_key-b,1,-4.59511985013459,4.595119850134589,0,5,7,3,False,True,False,12.0,10.0,22.0,True,False
eo63gHItQX,Surgery,4,stim17_Surgery_correct_key-a,0,0.0,0.0,0,1,7,3,True,True,False,12.0,10.0,22.0,True,False
